Advertiser Currency,Channel,Creative Size,Revenue (Adv Currency),Impressions,Active View: Viewable Impressions,Clicks,Total Conversions,Post-Click Conversions,Post-View Conversions
USD,mogo marks dallas sx,300x250,573.802502,86393,63698,58,126,21,105
USD,mogo marks high intenders sx,160x600,225.431358,35330,28312,21,134,5,129
USD,mogo marks ticketing sx,250x250,0.111509,12,12,0,0,0,0
USD,ttd family parent sx,468x60,0.020049,8,6,0,0,0,0
USD,ttd health wellness sx,320x50,5114.237144,864659,818451,700,2822,263,2559
USD,/All Apps/Apple App Store/Games/Board,320x50,419.897685,297401,289499,676,18,10,8
USD,/All Apps/Apple App Store/Reference,300x250,0.33152,93,60,1,0,0,0
USD,DO NOT USE Tier 3,300x50,843.068452,168269,158413,83,2633,86,2547
USD,Mogo DBM select video sx,468x60,0.009723,1,1,0,0,0,0
USD,mogo biz-fi sx,336x280,1.577829,65,56,0,0,0,0
USD,mogo marks broadway sx,336x280,0.851669,34,26,0,1,0,1
USD,mogo marks broadwayworld sx,300x50,0.208093,5,3,0,0,0,0
USD,mogo marks perf arts gold sx,970x66,0.004991,1,0,0,0,0,0
USD,mogo marks xsl_ks20780 sx,120x600,10.620506,2688,2124,2,0,0,0
USD,ttd shopping sx,300x50,48.81056,4803,4549,2,206,2,204
USD,DCPA rt black sx,160x600,4.074506,339,270,1,0,0,0
USD,DO NOT USE All Google Anonymous,468x60,0.004182,1,1,0,0,0,0
USD,DO NOT USE AppNexus - Collective Media,336x280,8.799118,2408,1978,3,0,0,0
USD,Nashville Symphony black list all adgroups,970x250,7.762586,333,291,0,9,0,9
USD,iab aff-im black sx,970x250,5.075992,237,219,1,0,0,0
USD,mogo marks bwwpb sx,336x280,0.743167,30,22,0,1,0,1
USD,mogo marks pav kpi hx,300x250,23066.60513,4534383,3589289,2927,8388,907,7481
USD,mogo marks wine sx,160x600,3.189858,178,151,1,1,1,0
USD,pac canada sports sx,300x50,87.081967,20832,19656,19,63,6,57
USD,/All Apps,300x600,2789.272105,151509,124193,7893,1269,1172,97
USD,Android Top Selling Free Social,320x100,0.001854,6,6,0,0,0,0
USD,Cal Perf KPI sx ,728x90,831.216806,136541,67709,22,22,0,22
USD,ttd auto sx,970x250,20.295945,1332,1069,1,3,0,3
USD,ttd shopping sx,728x90,2373.896792,289519,219707,167,956,46,910
USD,ttd tech sx,336x280,3.204403,299,268,0,5,0,5
USD,/All Apps/Google Play/Games/Sports,970x250,0.039905,1,1,0,0,0,0
USD,Channel of Top Global Sites for Nielsen Video Ads - DO NOT EDIT,970x250,9833.053413,1230874,1068502,1799,3408,620,2788
USD,DO NOT USE Spanish Language Sites,300x250,416.516159,102432,90990,48,302,10,292
USD,DO NOT USE Tier 3* (CHANNEL) (2),120x600,0.245941,119,107,0,0,0,0
USD,LSSU url v1,728x90,34.194963,7530,7139,4,78,2,76
USD,education master sx,336x280,13.724288,1473,1288,0,1,0,1
USD,mogo marks kpi achievers sx,300x250,11033.15078,1362143,1023325,1471,3774,501,3273
USD,tz - Local Seattle sx,160x600,0.032781,4,3,0,0,0,0
USD,GG KPI sx,970x90,1.452966,32,30,0,0,0,0
USD,Mogo DBM basic video sx,970x250,61.775988,10158,8400,34,22,4,18
USD,mogo marks lal (purchase) platinum sx,250x250,1.318557,88,73,0,1,0,1
USD,mogo marks native standard reach (no) tail aggregate sx,250x250,34.174322,4309,3515,4,6,0,6
USD,mogo marks perf arts sx 5 epx1,320x50,2051.749733,226950,193283,236,1089,108,981
USD,mogo mba tier 2 sx,300x100,0.097726,20,17,0,0,0,0
USD,ttd news sx,970x66,0.085634,22,7,0,0,0,0
USD,Pac Private Events/Wedding sx,300x600,102.116351,5745,3492,5,25,0,25
USD,mogo marks t1 brand sx trim,320x100,58.518651,12971,11770,26,50,7,43
USD,/All Apps/Apple App Store/News,300x600,191.720529,24393,18519,292,1,0,1
USD,Brandcast Blacklist ,970x90,4.560779,504,469,0,1,0,1
USD,DO NOT USE Mobile - MoPub - Online Communities,300x600,4.361284,193,163,4,1,1,0
USD,DO NOT USE Tier 3,600x250,0.000272,1,0,0,0,0,0
USD,DO NOT USE Tier 3* (CHANNEL),160x600,13876.17428,3556050,3075499,1713,6943,434,6509
USD,NYPR whitelist sx (Advertiser Level),300x600,40.981667,843,769,0,3,0,3
USD,dbm video sx,120x600,0.437146,40,34,0,0,0,0
USD,mogo centro sx US (2014),160x600,831.30695,140116,125176,90,348,22,326
USD,mogo marks branding increased reach sx,336x280,165.292236,20804,17799,13,59,0,59
USD,mogo marks native sx xsl1045 class c,120x600,0.108107,36,29,0,0,0,0
USD,finn dallas native sx,970x90,0.090944,9,5,0,0,0,0
USD,mogo marks elite kpi achievers sx,970x90,26.446373,1807,1565,1,4,0,4
USD,mogo marks xsl_74205 (2p dims) sx ,468x60,0.006997,3,1,0,0,0,0
USD,mogo mba tier 2 sx,300x600,4246.318714,381008,327845,321,1749,147,1602
USD,ttd auto sx,336x280,0.301902,45,38,0,0,0,0
USD,/All Apps/Google Play/Entertainment,160x600,0.035362,3,3,0,0,0,0
USD,bbb kpi sx (2019),970x250,34.666664,1211,1099,3,8,0,8
USD,mogo black sx,320x100,5.745943,942,883,3,0,0,0
USD,mogo marks video sx xsl44760 class b,970x90,8.480291,412,314,0,0,0,0
USD,/All Apps/Apple App Store/Weather,320x50,881.075015,186786,166001,273,8,4,4
USD,/All Apps/Google Play/Medical,300x600,0.015985,2,2,0,0,0,0
USD,DO NOT USE Invite US Expandable Enabled Sites,970x250,132.798211,20990,18230,25,34,9,25
USD,Mogo DBM premium video sx,160x600,3727.248821,960094,911277,294,893,101,792
USD,mogo education sx,970x250,136.180386,5116,4544,31,55,6,49
USD,mogo marks outbound kpi sx x1a,468x60,0.514759,171,154,0,0,0,0
USD,mogo marks perf arts sx 5 epx1,200x200,0.034542,3,2,0,0,0,0
USD,mogo t1 brand sx,468x60,0.526249,258,178,0,0,0,0
USD,Channel of Top Global Sites for Nielsen Video Ads - DO NOT EDIT,336x280,91.038875,20937,18228,24,18,0,18
USD,Mogo DBM basic video sx,336x280,3.035558,796,649,3,0,0,0
USD,Mogo DBM select video sx,120x600,0.017775,1,1,0,0,0,0
USD,Mogo dating sx,300x600,4.982602,1015,857,1,18,10,8
USD,mogo marks perf arts sx 11,160x600,1267.325564,74087,50487,56,415,25,390
USD,mogo marks wsj sx x4v,970x90,0.68211,38,33,0,0,0,0
USD,mogo music sx,970x250,20.711586,1665,1452,3,7,3,4
USD,mogo sf local sx,160x600,37.76214,6086,3699,3,10,0,10
USD,ttd beauty sx,300x600,436.255525,48229,43639,27,264,7,257
USD,/All Apps/Google Play/Games/Sports,336x280,0.005003,2,2,0,0,0,0
USD,Cal Performances sf local + t1 brand black sx,160x600,0.01012,2,2,0,0,0,0
USD,ttd family parent sx,120x600,0.071216,22,21,0,0,0,0
USD,/All Apps/Google Play/Games/Action,160x600,0.013599,2,2,0,0,0,0
USD,/All Apps/Google Play/Games/Word,970x250,1.159524,114,80,1,1,1,0
USD,/All Apps/Google Play/Medical,300x50,0.026119,13,13,0,0,0,0
USD,DCPA video local sx,160x600,0.233209,13,11,0,0,0,0
USD,DO_NOT_USE Bid Manager reportable sites channel (Soon to be deprecated and please exclude channel: Non-reportable sites and apps),320x100,423.882609,67055,61767,107,238,32,206
USD,Pac Private Events/Wedding sx,728x90,76.202759,8329,6881,2,39,0,39
USD,dbm video sx,970x250,6944.607138,852288,748879,1199,2439,464,1975
USD,mogo centro sx US (2014),970x66,0.03945,12,2,0,0,0,0
USD,mogo marks lal (purchase) platinum sx,160x600,2232.296461,149303,114596,129,1130,48,1082
USD,mogo marks opera sx,320x50,0.030935,10,4,0,0,0,0
USD,mogo marks xsl_74205 sx ,728x90,11022.66944,1508184,1106768,1234,4200,219,3981
USD,ttd kids sx,970x90,5.877796,209,196,0,1,0,1
USD,Channel of Top Global Sites for Nielsen Display Ads - DO NOT EDIT,300x250,165209.6888,35884151,28718199,18423,62763,4930,57833
USD,DO NOT USE Spanish Language Sites,728x90,124.097479,18072,15713,16,42,9,33
USD,education master sx,250x250,8.43519,877,741,0,1,0,1
USD,mogo marks kpi achievers sx,728x90,6647.846927,512302,395498,285,1353,93,1260
USD,mogo marks travel sx,320x100,0.386133,28,25,0,0,0,0
USD,/All Apps/Apple App Store/News,320x50,837.581073,727321,676390,839,29,15,14
USD,/All Apps/Google Play/Games/Simulation,300x600,27.072672,796,728,25,3,3,0
USD,DO NOT USE Rubicon,970x90,1.965159,193,143,0,0,0,0
USD,NYPR whitelist sx (Advertiser Level),728x90,23.184936,493,467,0,0,0,0
USD,Pac Private Events/Wedding sx,320x50,104.377962,38435,36058,16,87,4,83
USD,mogo marks branding drhbx gold sx,300x250,24555.55751,3168693,2378931,2634,10621,864,9757
USD,mogo marks xsl_74205 sx ,320x50,15934.4653,4067259,3635806,4463,6354,1285,5069
USD,ttd finance sx,970x250,4802.44817,386946,332873,695,1424,316,1108
USD,/All Apps,320x50,11465.58091,5880135,5535051,9751,923,556,367
USD,/All Apps/Apple App Store/Games,320x100,0.007964,5,5,0,0,0,0
USD,Channel of Top non-US Sites for Nielsen Display Ads - DO NOT EDIT,468x60,6.978097,3220,2224,0,0,0,0
USD,DO NOT USE Mobile - MoPub - Online Communities,320x50,88.475267,59253,55430,76,3,1,2
USD,NYPR whitelist sx (Advertiser Level),320x50,139.427921,3987,3787,10,1,0,1
USD,mogo lydia peacecenter test,468x60,0.034793,1,1,0,0,0,0
USD,mogo marks branding increased reach sx,250x250,104.007361,13302,10978,5,19,0,19
USD,mogo marks email sx,160x600,11866.10883,2981488,2653886,1347,3331,504,2827
USD,mogo marks native sx xsl1045 class c,970x250,1189.161184,379737,348815,467,516,63,453
USD,mogo marks pav kpi hx,970x66,0.004991,1,0,0,0,0,0
USD,mogo marks perf arts sx 2,970x66,0.004991,1,0,0,0,0,0
USD,/All Apps/Apple App Store/Games/Sports,300x600,0.814978,111,100,12,1,1,0
USD,Channel of Top US Sites for Nielsen Video Ads - DO NOT EDIT,320x100,343.536143,55591,51423,95,172,30,142
USD,DO NOT USE Tier 3* (CHANNEL) (2),970x250,31.389014,3873,3161,7,18,1,17
USD,mogo marks opera sx,728x90,3.046242,457,253,1,1,0,1
USD,mogo marks seattle sx,300x600,110.842485,11058,9111,12,9,3,6
USD,mogo marks video sx xsl44760 class a,336x280,0.09683,2,2,0,0,0,0
USD,ttd tech sx,250x250,1.890382,255,169,1,0,0,0
USD,/All Apps/Apple App Store/Games/Arcade,970x250,0.096916,6,5,0,0,0,0
USD,/All Apps/Google Play/Games/Racing,728x90,0.852813,960,901,4,0,0,0
USD,CST KPI List,300x600,7.385507,3882,3052,8,8,5,3
USD,mogo marks natl cat-aff-im sx 3,160x600,1663.533361,139990,106717,95,667,37,630
USD,mogo marks perf arts sx 5 rx1,300x50,1.732987,167,146,0,6,0,6
USD,mogo marks perf arts sx 6,728x90,1552.928322,160086,118821,77,398,31,367
USD,mogo sports sx,970x250,579.511762,32893,27463,76,166,9,157
USD,ocfta perf arts black sx 5,300x250,0.137117,18,17,0,0,0,0
USD,/All Apps/Apple App Store/Book,320x50,137.138347,70195,67947,153,1,0,1
USD,/All Apps/Apple App Store/Education,320x100,0.719664,349,275,0,0,0,0
USD,Channel of Top Global Sites for Nielsen Video Ads - DO NOT EDIT,468x60,5.620299,2238,1217,0,0,0,0
USD,mogo marks classical music sx,320x50,87.166457,9133,7643,7,29,3,26
USD,mogo marks jazz & blues sx,320x51,0.8361,20,19,0,0,0,0
USD,mogo marks lal branding (All) gold sx,970x90,115.951391,6436,5545,11,11,0,11
USD,mogo marks pav kpi hx,200x200,0.144044,10,10,0,0,0,0
USD,mogo marks perf arts branding high reach sx,468x60,0.004844,2,0,0,0,0,0
USD,provident shortlist ,120x600,0.986554,405,316,0,0,0,0
USD,ttd food sx,200x200,0.07519,6,6,0,0,0,0
USD,/All Apps/Google Play/Games/Racing,320x50,2.886366,5169,4542,21,3,2,1
USD,/All Apps/Google Play/Media & Video,728x90,0.235283,645,635,1,0,0,0
USD,DO NOT USE Tier 1* (CHANNEL),970x66,0.409152,94,25,0,0,0,0
USD,mogo marks branding max reach sx,300x100,3.611375,711,631,1,0,0,0
USD,mogo marks perf arts sx 11,728x90,460.405801,36491,20192,36,160,16,144
USD,mogo sf local sx,728x90,2029.119744,327914,171471,68,712,13,699
USD,pac esports sx,160x600,233.058601,88203,68925,21,145,6,139
USD,ttd auto sx,468x60,0.236923,57,42,0,0,0,0
USD,/All Apps/Google Play/Games/Role Playing,970x250,0.005204,2,2,0,0,0,0
USD,Channel of Top US Sites for Nielsen Display Ads - DO NOT EDIT,300x50,3686.10839,759427,720079,334,9278,242,9036
USD,DO NOT USE Invite December Brand Safe List,336x280,32.546556,3395,2883,1,14,0,14
USD,DO NOT USE Tier 3 (2),250x250,4.469069,562,460,0,0,0,0
USD,mogo marks branding tier 1 sx xls37852,970x250,10011.63894,1275029,1115203,1874,3484,711,2773
USD,mogo marks detroit sx,300x600,148.579045,13969,12145,13,74,3,71
USD,mogo marks native sx xsl1045 class b,300x250,15921.86987,3849352,3219823,2184,6632,585,6047
USD,mogo marks ttd obx kitchen premium sink sx,600x250,0.000272,1,0,0,0,0,0
USD,mogo universal rt+ob black sx,160x600,7.104936,489,456,3,4,2,2
USD,provident shortlist ,300x50,906.008568,164820,155012,94,2310,88,2222
USD,sfoc marks lal custom sx,300x600,2.278102,130,114,1,1,1,0
USD,ttd education sx,320x100,85.646677,11062,10468,17,19,10,9
USD,/All Apps/Google Play/Entertainment,728x90,9.710581,10708,10608,5,0,0,0
USD,Chicago T1 sites,320x50,57.76195,48854,39880,35,35,20,15
USD,Mogo DBM basic video sx,468x60,0.305289,104,75,0,0,0,0
USD,Mogo DBM premium video sx,320x50,22816.73776,4129627,3851506,7181,9550,4094,5456
USD,Mogo DBM premium video sx,728x90,20302.07704,3379431,2503973,1958,11566,607,10959
USD,Pac Fox Atlanta EXCLUSION List,250x250,0.876037,176,162,0,0,0,0
USD,mogo marks branding drhbx gold sx,970x66,0.179517,44,11,0,0,0,0
USD,mogo marks denver sx,250x250,0.542429,11,11,0,0,0,0
USD,mogo marks lal branding (All) platinum sx,250x250,4.730379,474,403,0,1,0,1
USD,mogo marks pav kpi sx 2,300x50,78.404411,11350,10911,10,200,8,192
USD,mogo marks perf arts sx 2,200x200,0.066073,7,6,0,0,0,0
USD,mogo marks xsl_ks0001 sx,970x250,10346.96656,1310454,1143870,1914,3503,720,2783
USD,ttd family parent sx,970x90,4.807042,262,226,0,0,0,0
USD,ttd health wellness sx,300x100,0.082828,8,0,0,0,0,0
USD,Android Movers and Shakers,300x600,186.728233,3934,3647,179,44,42,2
USD,DO NOT USE Spanish Language Sites,250x250,1.551679,153,143,0,0,0,0
USD,DO NOT USE Tier 1* (CHANNEL),336x280,31.648695,2369,2069,0,21,0,21
USD,Pac Fox Atlanta EXCLUSION List,300x600,22.443863,10726,9626,6,8,2,6
USD,allan- UOC  high click rate /  converter list ,300x600,0,0,0,0,1,0,1
USD,at black perf arts sx 7,300x600,0.610521,136,105,0,0,0,0
USD,mogo marks kpi achievers sx,250x250,0.539065,31,26,0,0,0,0
USD,mogo marks natl cat-aff-im sx 3,320x50,6264.622862,1043040,962651,2453,2252,705,1547
USD,mogo marks xsl_74205 sx ,250x250,24.215588,3697,3015,0,2,0,2
USD,mogo mba tier 1 sx,970x250,131.713022,3970,3438,10,56,1,55
USD,mogo music sx,320x51,0.8361,20,19,0,0,0,0
USD,pac canada sports sx,160x600,453.164209,71488,55973,36,64,3,61
USD,/All Apps/Google Play/Games/Casual,300x600,45.011312,2959,2685,108,22,19,3
USD,Android Top Selling Free Photography,300x600,82.239518,4505,3670,138,71,66,5
USD,BBB black sx,970x250,0.009344,2,2,0,0,0,0
USD,DO NOT USE Tier 3,160x600,13876.17428,3556050,3075499,1713,6943,434,6509
USD,mogo marks broadwayworld sx,160x600,1121.634853,61846,41762,43,331,21,310
USD,ttd gaming sx,200x200,2.047513,105,90,0,0,0,0
USD,/All Apps/Apple App Store/Games/Role Playing,300x600,0.337324,10,9,1,0,0,0
USD,/All Apps/Apple App Store/Productivity,300x50,1.05241,442,419,0,0,0,0
USD,/All Apps/Google Play/Personalization,300x600,0.910268,60,57,1,0,0,0
USD,Cal Performances Perf Arts 5 5 black sx,160x600,0.501803,19,13,0,0,0,0
USD,DO NOT USE Rubicon,468x60,0.002321,2,2,0,0,0,0
USD,DO NOT USE Tier 3 (2),300x600,881.134625,145886,116631,127,550,59,491
USD,Diablo DVC Shortlist (Advertiser Level),300x250,958.10178,74585,70086,33,8741,133,8608
USD,Western Black sx,320x50,468.247488,160925,152823,98,940,32,908
USD,mogo biz-fi sx,970x90,15.580121,752,660,1,2,0,2
USD,mogo financial services kpi sx,300x50,131.882175,27506,24676,12,401,14,387
USD,mogo marks branding drhbx gold sx,336x280,13.334753,1101,931,0,6,0,6
USD,mogo marks broadway sx,970x90,0.523822,32,28,0,0,0,0
USD,mogo marks xsl_800p sx,300x250,127172.4164,25652910,20210520,13671,51640,4139,47501
USD,ttd kids sx,468x60,0.092352,43,33,0,0,0,0
USD,/All Apps/Google Play,300x250,4161.438552,773330,689161,2647,833,666,167
USD,Belmont Sitelist v1,320x50,76.039061,32075,30058,13,26,3,23
USD,DO NOT USE Invite December Brand Safe List,468x60,1.407748,580,352,0,0,0,0
USD,DO NOT USE OAM FR,160x600,4.751875,1298,1188,0,0,0,0
USD,mogo black rt sx,300x250,11.519427,1738,1470,2,9,0,9
USD,mogo marks lal (purchase) silver sx,300x600,31606.2297,2887293,2503425,2977,15326,1202,14124
USD,mogo marks lal branding (All) platinum sx,300x600,5532.717072,395376,339915,579,2220,155,2065
USD,mogo universal rt+ob black sx,728x90,5.171186,642,429,5,3,1,2
USD,sfoc kpi sx (acquisition 2019),300x250,357.885528,46958,42520,30,658,39,619
USD,mogo financial services kpi sx,120x600,0.126456,45,39,0,0,0,0
USD,mogo marks bwwpb sx,970x90,0.442692,15,12,0,0,0,0
USD,mogo marks lal (purchase) gold sx,320x100,47.177593,8696,8066,14,34,4,30
USD,mogo marks natl cat-aff-im sx 3,728x90,7165.225499,604292,488573,276,2578,105,2473
USD,/All Apps/Google Play/Productivity,300x600,36.666029,986,899,25,2,2,0
USD,DO NOT USE Tier 3,200x200,1.74975,217,174,0,1,0,1
USD,mogo marks bay area sx,300x600,884.930499,228824,117930,75,295,32,263
USD,mogo marks branding tier 2 sx xls37852,300x600,27441.67922,2695173,2258416,2979,11959,1115,10844
USD,mogo marks visual arts sx,300x600,10.062488,7247,3461,22,1,1,0
USD,/All Apps,970x90,0.072127,46,46,0,0,0,0
USD,/All Apps/Apple App Store/Newsstand,320x50,0.00759,2,2,0,0,0,0
USD,DO NOT USE Invite December Brand Safe List,320x100,149.9831,24565,22866,50,71,17,54
USD,Fan Extender IMG/Sidearm Blacklist,728x90,7.8436,1788,1633,2,1,0,1
USD,Performing Arts Fort Worth Perf Arts 5 black sx,300x600,1.65514,311,289,0,0,0,0
USD,mogo black sx,320x50,2367.802901,659346,592208,792,526,60,466
USD,mogo canada t1 sx,970x250,5219.905179,646273,573899,964,1694,309,1385
USD,mogo centro sx US (2014),728x90,7390.889629,1808288,1431213,880,3257,361,2896
USD,mogo cult soph sx,970x250,5205.921775,521043,453225,798,1640,319,1321
USD,mogo marks dallas sx,320x50,1282.799325,309225,286691,342,668,173,495
USD,mogo marks hq100p sx,300x600,16599.58919,1884325,1556042,1786,6016,651,5365
USD,mogo marks phoenix sx,970x250,1.746362,88,73,0,0,0,0
USD,mogo perf arts sx,320x51,0.8361,20,19,0,0,0,0
USD,ttd kids sx,320x100,63.077924,8694,8262,13,9,5,4
USD,Android Top Selling Free Business,300x600,2.167885,112,107,0,0,0,0
USD,Channel of Top Global Sites for Nielsen Display Ads - DO NOT EDIT,300x100,4.027096,807,712,1,0,0,0
USD,DCPA video local sx,300x250,37.548346,4586,3173,7,10,1,9
USD,Provident High CTR List ,320x50,920.140486,90267,86784,123,3,0,3
USD,mogo CBS Interactive sx,336x280,0.825272,44,35,0,0,0,0
USD,mogo marks native (sharethrough) unique can sx,250x250,10.95821,1549,1340,2,1,0,1
USD,mogo marks natl elite cat-aff-im sx,336x280,1.598944,60,46,0,1,0,1
USD,mogo marks xsl66781 sx,300x600,10700.91534,1608576,1363600,1027,4604,431,4173
USD,pac canada sports sx,200x200,0.026112,2,0,0,0,0,0
USD,/All Apps/Apple App Store/Education,160x600,0.019262,1,1,0,0,0,0
USD,mogo marks chicago sx,300x50,2.947512,592,555,0,6,0,6
USD,mogo marks classical music sx,300x50,0.425535,37,36,0,0,0,0
USD,mogo marks lal (purchase) platinum sx,300x250,10401.63652,858365,616119,791,4671,315,4356
USD,mogo marks pav kpi hx,320x50,10504.0314,2973893,2569639,3326,3882,893,2989
USD,mogo marks t1 brand kpi sx x8t,728x90,10039.37332,1083027,745037,436,2922,172,2750
USD,sfoc expedia sx,160x600,0.061662,2,2,0,0,0,0
USD,/All Apps/Apple App Store/Reference,728x90,35.506099,16944,16285,38,1,1,0
USD,DO NOT USE Tier 3* (CHANNEL),600x250,0.000272,1,0,0,0,0,0
USD,mogo marks branding tier 3 sx xls37852,120x600,1.891461,187,149,0,0,0,0
USD,mogo marks broadwayworld sx,200x200,0.014553,1,0,0,0,0,0
USD,mogo marks wedding sx,320x50,37.034324,4708,4459,4,9,0,9
USD,sfoc pslx 2018 sx (Jun_2018),160x600,477.994152,161233,149401,105,519,63,456
USD,/All Apps/Apple App Store/Travel,300x250,160.55974,63875,52383,96,1,1,0
USD,Android Top Selling Free Entertainment,300x250,57.418927,4508,3826,52,14,12,2
USD,Channel of Top non-US Sites for Nielsen Display Ads - DO NOT EDIT,300x600,33959.95124,4379914,3738903,3555,17068,1265,15803
USD,mogo marks branding drhbx gold sx,728x90,14034.67062,1500001,1199228,879,5682,335,5347
USD,mogo marks seattle sx,320x50,118.964924,59185,53506,20,38,3,35
USD,mogo marks sports sx,970x250,519.318728,24902,21593,73,144,9,135
USD,/All Apps/Apple App Store/Games/Sports,320x50,3.841214,5178,5117,9,0,0,0
USD,Channel of Top US Sites for Nielsen Display Ads - DO NOT EDIT,970x66,1.214435,549,161,0,0,0,0
USD,Mogo DBM basic video sx,240x400,0.02323,5,1,0,0,0,0
USD,mogo lydia peacecenter test,300x600,12064.22476,1568344,1308214,1288,4238,504,3734
USD,mogo marks rt+ob lt_lq black sx  ,300x250,0.523371,61,47,0,0,0,0
USD,/All Apps/Google Play/Games/Simulation,320x50,3.279582,3276,3223,13,0,0,0
USD,mogo marks bay area sx,970x66,0.000028,1,0,0,0,0,0
USD,mogo marks branding drhbx platinum sx,300x250,9620.618446,1264105,991749,1379,3274,414,2860
USD,mogo marks nyc sx,336x280,0.815104,46,33,0,1,0,1
USD,mogo marks philadelphia sx,160x600,0.259649,36,22,0,0,0,0
USD,mogo marks video branding extended reach tail aggregate sx,300x250,103712.8064,22929865,18692402,11441,37996,3341,34655
USD,mogo marks xsl66781 sx,970x66,0.049335,9,4,0,0,0,0
USD,pac esports sx,300x50,100.923353,24411,21637,9,369,15,354
USD,/All Apps/Google Play/Games/Puzzle,300x250,25.611828,2911,2466,16,2,1,1
USD,Android Top Selling Free Tools,300x600,70.727027,5294,4285,69,20,19,1
USD,DO NOT USE Tier 1* (CHANNEL),728x90,37060.82296,6658059,5147098,4977,15804,1189,14615
USD,Duxiana Broadcast blacklist,970x250,0.296191,63,51,0,0,0,0
USD,PAC Singapore Rugby sx,160x600,0.0115,1,1,0,0,0,0
